Epoch-Num	Learning-Rate	Train-Loss	Train-acc-B	Train-acc	Valid-Loss	Valid-acc-B	Valid-acc	
0.000000	0.099997	3.313000	9.734000	21.418000	3.058000	15.125000	23.217000	
1.000000	0.099990	2.952000	16.148000	33.028000	2.824000	23.554000	32.982000	
2.000000	0.099977	2.645000	25.150000	44.678000	2.534000	32.717000	46.515000	
3.000000	0.099958	2.432000	32.464000	52.310000	2.439000	37.886000	47.934000	
4.000000	0.099935	2.291000	40.081000	58.344000	2.114000	50.326000	62.763000	
5.000000	0.099906	2.184000	44.982000	62.586000	2.059000	53.606000	66.126000	
6.000000	0.099872	2.098000	50.126000	66.463000	1.973000	55.880000	68.882000	
7.000000	0.099833	2.050000	53.480000	68.926000	2.048000	54.606000	65.276000	
8.000000	0.099789	2.000000	55.673000	70.869000	1.875000	63.267000	75.770000	
9.000000	0.099740	1.955000	58.961000	73.168000	1.810000	65.155000	76.540000	
10.000000	0.099685	1.930000	60.838000	74.064000	1.844000	64.976000	74.392000	
11.000000	0.099625	1.895000	62.983000	75.509000	1.819000	68.484000	77.188000	
12.000000	0.099561	1.865000	66.512000	77.656000	1.749000	70.575000	80.916000	
13.000000	0.099490	1.844000	66.852000	78.246000	1.758000	74.144000	79.862000	
14.000000	0.099415	1.822000	68.134000	79.101000	1.712000	74.562000	81.402000	
15.000000	0.099335	1.812000	68.800000	79.640000	1.658000	76.570000	85.089000	
16.000000	0.099249	1.795000	69.675000	80.189000	1.697000	74.438000	82.739000	
17.000000	0.099159	1.770000	71.894000	81.614000	1.693000	76.962000	83.347000	
18.000000	0.099063	1.772000	71.644000	81.441000	1.637000	77.882000	84.806000	
19.000000	0.098962	1.754000	72.462000	82.163000	1.675000	76.666000	83.630000	
20.000000	0.098856	1.738000	73.210000	82.611000	1.604000	79.169000	86.588000	
21.000000	0.098745	1.728000	74.738000	83.425000	1.694000	75.149000	81.807000	
22.000000	0.098629	1.708000	75.446000	83.964000	1.614000	80.584000	86.345000	
23.000000	0.098508	1.715000	74.855000	83.435000	1.604000	79.110000	86.669000	
24.000000	0.098381	1.709000	75.019000	83.852000	1.654000	78.227000	84.562000	
25.000000	0.098250	1.692000	76.965000	84.819000	1.576000	81.849000	86.831000	
26.000000	0.098114	1.687000	77.279000	85.053000	1.566000	83.688000	88.817000	
27.000000	0.097973	1.684000	77.770000	85.409000	1.581000	81.596000	87.075000	
28.000000	0.097826	1.672000	79.370000	86.437000	1.587000	81.080000	87.115000	
29.000000	0.097675	1.672000	77.876000	85.633000	1.559000	83.003000	88.047000	
