Epoch-Num	Learning-Rate	Train-Loss	Train-acc-B	Train-acc	Valid-Loss	Valid-acc-B	Valid-acc	
0.000000	0.099997	3.278000	10.366000	22.160000	3.085000	16.899000	25.729000	
1.000000	0.099990	2.800000	20.685000	37.938000	2.524000	32.253000	47.002000	
2.000000	0.099977	2.466000	32.140000	51.099000	2.295000	39.438000	53.241000	
3.000000	0.099958	2.270000	40.319000	58.785000	2.126000	51.803000	62.723000	
4.000000	0.099935	2.164000	46.241000	63.436000	2.041000	55.522000	65.964000	
5.000000	0.099906	2.080000	50.403000	66.846000	1.961000	63.138000	72.934000	
6.000000	0.099872	2.018000	54.873000	69.646000	1.806000	64.384000	77.715000	
7.000000	0.099833	1.967000	58.190000	72.252000	1.817000	68.912000	78.282000	
8.000000	0.099789	1.908000	62.661000	75.092000	1.766000	73.119000	80.389000	
9.000000	0.099740	1.876000	64.463000	76.354000	1.723000	73.020000	80.794000	
10.000000	0.099685	1.843000	66.324000	78.044000	1.700000	72.391000	82.618000	
11.000000	0.099625	1.830000	67.035000	78.461000	1.722000	71.115000	80.794000	
12.000000	0.099561	1.802000	68.411000	79.540000	1.622000	80.398000	86.750000	
13.000000	0.099490	1.790000	69.518000	80.171000	1.672000	74.876000	83.590000	
14.000000	0.099415	1.783000	70.354000	80.375000	1.634000	78.300000	85.454000	
15.000000	0.099335	1.772000	71.198000	81.301000	1.655000	77.161000	83.874000	
16.000000	0.099249	1.763000	72.263000	81.566000	1.632000	78.656000	84.603000	
17.000000	0.099159	1.743000	73.216000	82.400000	1.601000	80.845000	87.520000	
18.000000	0.099063	1.734000	73.470000	82.675000	1.642000	79.171000	85.089000	
19.000000	0.098962	1.726000	73.518000	82.726000	1.643000	77.607000	84.400000	
20.000000	0.098856	1.718000	74.632000	83.510000	1.638000	78.038000	84.846000	
21.000000	0.098745	1.723000	74.553000	83.327000	1.601000	82.023000	87.075000	
22.000000	0.098629	1.712000	75.149000	83.632000	1.587000	81.766000	87.439000	
23.000000	0.098508	1.704000	75.970000	84.202000	1.603000	78.551000	86.588000	
24.000000	0.098381	1.701000	75.365000	84.009000	1.599000	80.728000	85.859000	
25.000000	0.098250	1.697000	76.569000	84.579000	1.555000	82.506000	89.019000	
26.000000	0.098114	1.691000	76.891000	84.660000	1.581000	80.769000	87.439000	
27.000000	0.097973	1.682000	77.892000	85.362000	1.576000	80.177000	87.156000	
28.000000	0.097826	1.681000	77.296000	85.189000	1.591000	80.951000	86.750000	
29.000000	0.097675	1.675000	77.732000	85.403000	1.563000	81.710000	88.169000	
30.000000	0.097519	1.676000	77.326000	85.057000	1.581000	81.906000	87.601000	
31.000000	0.097358	1.672000	78.251000	85.719000	1.607000	80.768000	85.859000	
32.000000	0.097192	1.671000	77.914000	85.617000	1.643000	78.393000	83.914000	
33.000000	0.097021	1.665000	78.500000	85.882000	1.567000	84.734000	88.574000	
34.000000	0.096845	1.668000	78.296000	85.800000	1.561000	81.060000	87.561000	
